tree= 1, node=  1, feature= 9, thr= 29.41, gain=0.013121

tree= 1, node=  2, feature=14, thr= 68.63, gain=0.571084

tree= 1, node=  3, feature=12, thr= 64.71, gain=0.078791

tree= 1, node=  4, feature= 9, thr= 12.51, gain=0.032035

tree= 1, node=  5, feature= 5, thr= 55.14, gain=0.102288

tree= 1, node=  6, feature=14, thr= 15.69, gain=0.225881

tree= 1, node=  7, feature= 5, thr= 64.71, gain=0.153156

tree= 1, node=  8, feature=12, thr= 72.55, gain=0.058697

tree= 1, node=  9, feature= 0, thr= 78.43, gain=0.334843

tree= 1, node= 10, feature= 5, thr= 47.41, gain=0.038140

tree= 1, node= 11, feature= 7, thr= 44.35, gain=0.002163

tree= 1, node= 12, feature= 2, thr= 21.57, gain=0.087237

tree= 1, node= 13, feature=11, thr= 58.82, gain=0.113186

tree= 1, node= 14, feature= 6, thr= 49.02, gain=0.060973

tree= 1, node= 15, feature= 4, thr= 35.29, gain=0.076487

tree= 1, node= 16, feature=14, thr= 38.67, gain=0.009237

tree= 1, node= 17, feature= 2, thr= 29.41, gain=0.007119

tree= 1, node= 18, feature= 0, thr=  6.12, gain=0.026554

tree= 1, node= 19, feature=13, thr= 35.29, gain=0.358657

tree= 1, node= 20, feature= 1, thr= 99.20, gain=0.193082

tree= 1, node= 21, feature= 3, thr= 72.98, gain=0.369391

tree= 1, node= 22, feature= 3, thr= 88.57, gain=0.231741

tree= 1, node= 23, feature=11, thr=  0.94, gain=0.003338

tree= 1, node= 24, feature=13, thr= 49.02, gain=0.279579

tree= 1, node= 25, feature= 7, thr= 76.47, gain=0.107279

tree= 1, node= 26, feature=11, thr= 32.98, gain=0.057891

tree= 1, node= 27, feature= 9, thr= 65.69, gain=0.085764

tree= 1, node= 28, feature=11, thr= 58.20, gain=0.001790

tree= 1, node= 29, feature= 1, thr= 98.04, gain=0.342380

tree= 1, node= 30, feature=15, thr=  0.25, gain=0.002210

tree= 1, node= 31, feature= 2, thr= 66.67, gain=0.132297

tree= 1, node= 32, feature= 5, thr= 75.00, gain=0.037686

tree= 1, node= 33, feature= 3, thr= -1.00, gain=0.000000

tree= 1, node= 34, feature= 0, thr= 82.35, gain=0.066148

tree= 1, node= 35, feature= 7, thr= 14.75, gain=0.014900

tree= 1, node= 36, feature= 0, thr= -1.00, gain=0.000000

tree= 1, node= 37, feature=11, thr= 41.80, gain=0.010563

tree= 1, node= 38, feature= 0, thr= 92.18, gain=0.103966

tree= 1, node= 39, feature= 3, thr= -1.00, gain=0.000000

tree= 1, node= 40, feature=14, thr= 88.45, gain=0.228143

tree= 1, node= 41, feature=10, thr= 39.22, gain=0.523331

tree= 1, node= 42, feature= 3, thr= -1.00, gain=0.000000

tree= 1, node= 43, feature=11, thr= 28.25, gain=0.036228

tree= 1, node= 44, feature=10, thr= 29.41, gain=0.279278

tree= 1, node= 45, feature= 9, thr=  0.57, gain=0.006288

tree= 1, node= 46, feature= 5, thr= 97.10, gain=0.144071

tree= 1, node= 47, feature=11, thr=  9.29, gain=0.015896

tree= 1, node= 48, feature=12, thr= 42.47, gain=0.075664

tree= 1, node= 49, feature= 0, thr= -1.00, gain=0.000000

tree= 1, node= 50, feature= 0, thr= 64.71, gain=0.273437

tree= 1, node= 51, feature= 7, thr= 94.14, gain=0.079566

tree= 1, node= 52, feature=10, thr= 39.22, gain=0.138749

tree= 1, node= 53, feature= 7, thr= 67.08, gain=0.274448

tree= 1, node= 54, feature= 2, thr=  7.84, gain=0.088609

tree= 1, node= 55, feature=14, thr= 60.47, gain=0.031183

tree= 1, node= 56, feature= 7, thr= 55.16, gain=0.038447

tree= 1, node= 57, feature= 7, thr= 15.37, gain=0.026261

tree= 1, node= 58, feature= 2, thr= -1.00, gain=0.000000

tree= 1, node= 59, feature= 7, thr= 57.65, gain=0.036002

tree= 1, node= 60, feature= 9, thr= 56.08, gain=0.024578

tree= 1, node= 61, feature= 3, thr= -1.00, gain=0.000000

tree= 1, node= 62, feature=13, thr= 13.25, gain=0.015776

tree= 1, node= 63, feature=15, thr= 16.57, gain=0.043798

tree= 1, node= 64, feature=10, thr= 98.04, gain=0.062667

tree= 1, node= 65, feature= 2, thr= -1.00, gain=0.000000

tree= 1, node= 66, feature=14, thr= 24.00, gain=0.009174

tree= 1, node= 67, feature= 0, thr= -1.00, gain=0.000000

tree= 1, node= 68, feature= 1, thr= -1.00, gain=0.000000

tree= 1, node= 69, feature=15, thr= 68.63, gain=0.044750

tree= 1, node= 70, feature=10, thr= 52.94, gain=0.421916

tree= 1, node= 71, feature= 0, thr= 54.33, gain=0.036347

tree= 1, node= 72, feature= 2, thr= -1.00, gain=0.000000

tree= 1, node= 73, feature= 2, thr= -1.00, gain=0.000000

tree= 1, node= 74, feature= 2, thr= -1.00, gain=0.000000

tree= 1, node= 75, feature= 4, thr= 65.06, gain=0.000339

tree= 1, node= 76, feature= 2, thr= -1.00, gain=0.000000

tree= 1, node= 77, feature= 2, thr= -1.00, gain=0.000000

tree= 1, node= 78, feature= 2, thr= -1.00, gain=0.000000

tree= 1, node= 79, feature= 2, thr= -1.00, gain=0.000000

tree= 1, node= 80, feature= 3, thr= -1.00, gain=0.000000

tree= 1, node= 81, feature= 3, thr= -1.00, gain=0.000000

tree= 1, node= 82, feature= 2, thr= 19.61, gain=0.003276

tree= 1, node= 83, feature= 6, thr= 61.76, gain=0.007460

tree= 1, node= 84, feature=12, thr= 39.22, gain=0.004158

tree= 1, node= 85, feature= 4, thr= 84.31, gain=0.149505

tree= 1, node= 86, feature= 9, thr=  0.57, gain=0.030468

tree= 1, node= 87, feature= 4, thr= 39.22, gain=0.014964

tree= 1, node= 88, feature= 4, thr= -1.00, gain=0.000000

tree= 1, node= 89, feature= 4, thr= -1.00, gain=0.000000

tree= 1, node= 90, feature=12, thr= 32.63, gain=0.011298

tree= 1, node= 91, feature= 4, thr= 70.59, gain=0.166615

tree= 1, node= 92, feature=10, thr= 60.76, gain=0.155314

tree= 1, node= 93, feature=10, thr= 59.41, gain=0.112761

tree= 1, node= 94, feature=15, thr= 15.29, gain=0.034194

tree= 1, node= 95, feature= 3, thr= 89.18, gain=0.349813

tree= 1, node= 96, feature= 0, thr= -1.00, gain=0.000000

tree= 1, node= 97, feature= 2, thr= 25.49, gain=0.042232

tree= 1, node= 98, feature= 2, thr=  0.14, gain=0.011904

tree= 1, node= 99, feature= 3, thr= 65.49, gain=0.095824

tree= 1, node=100, feature=10, thr= 81.88, gain=0.087368

tree= 1, node=101, feature= 2, thr= -1.00, gain=0.000000

tree= 1, node=102, feature=15, thr=  1.96, gain=0.101067

tree= 1, node=103, feature= 0, thr= -1.00, gain=0.000000

tree= 1, node=104, feature= 9, thr= 34.12, gain=0.000173

tree= 1, node=105, feature= 2, thr= 51.88, gain=0.109490

tree= 1, node=106, feature= 1, thr=100.00, gain=0.000000

tree= 1, node=107, feature= 1, thr= -1.00, gain=0.000000

tree= 1, node=108, feature= 3, thr= -1.00, gain=0.000000

tree= 1, node=109, feature=10, thr= 73.53, gain=0.008068

tree= 1, node=110, feature= 6, thr= 46.75, gain=0.055240

tree= 1, node=111, feature= 2, thr= 10.35, gain=0.021116

tree= 1, node=112, feature= 0, thr= 35.39, gain=0.008937

tree= 1, node=113, feature= 5, thr= -1.00, gain=0.000000

tree= 1, node=114, feature= 2, thr= 15.69, gain=0.015800

tree= 1, node=115, feature=15, thr= 33.33, gain=0.060768

tree= 1, node=116, feature= 0, thr= -1.00, gain=0.000000

tree= 1, node=117, feature= 2, thr=  5.12, gain=0.007142

tree= 1, node=118, feature= 5, thr= 68.82, gain=0.033026

tree= 1, node=119, feature= 1, thr= -1.00, gain=0.000000

tree= 1, node=120, feature= 1, thr= -1.00, gain=0.000000

tree= 1, node=121, feature= 1, thr= -1.00, gain=0.000000

tree= 1, node=122, feature= 6, thr= 68.63, gain=0.010179

tree= 1, node=123, feature= 4, thr= 15.69, gain=0.085934

tree= 1, node=124, feature= 4, thr= 48.76, gain=0.016946

tree= 1, node=125, feature= 5, thr= -1.00, gain=0.000000

tree= 1, node=126, feature= 4, thr= -1.00, gain=0.000000

tree= 1, node=127, feature= 1, thr= 79.82, gain=0.028046

tree= 1, node=128, feature=13, thr= 25.29, gain=0.015598

tree= 1, node=129, feature= 8, thr= 48.94, gain=0.075268

tree= 1, node=130, feature= 7, thr= 67.24, gain=0.039881

tree= 1, node=131, feature=12, thr= 50.59, gain=0.017274

tree= 1, node=132, feature= 8, thr= 59.02, gain=0.042522

tree= 1, node=133, feature= 0, thr= -1.00, gain=0.000000

tree= 1, node=134, feature= 1, thr= -1.00, gain=0.000000

tree= 1, node=135, feature= 2, thr= 35.29, gain=0.029543

tree= 1, node=136, feature= 0, thr= -1.00, gain=0.000000

tree= 1, node=137, feature= 2, thr= 45.53, gain=0.007489

tree= 1, node=138, feature= 7, thr= 57.35, gain=0.207697

tree= 1, node=139, feature= 0, thr= 33.88, gain=0.005563

tree= 1, node=140, feature=10, thr= 19.61, gain=0.032238

tree= 1, node=141, feature= 4, thr= -1.00, gain=0.000000

tree= 1, node=142, feature=12, thr= 25.98, gain=0.022764

tree= 1, node=143, feature= 6, thr= 58.82, gain=0.145794

tree= 1, node=144, feature= 4, thr= -1.00, gain=0.000000

tree= 1, node=145, feature=14, thr=  8.16, gain=0.003651

tree= 1, node=146, feature=15, thr=  7.06, gain=0.001086

tree= 1, node=147, feature= 1, thr= -1.00, gain=0.000000

tree= 1, node=148, feature= 0, thr= -1.00, gain=0.000000

tree= 1, node=149, feature= 0, thr= -1.00, gain=0.000000

tree= 1, node=150, feature= 2, thr=  4.41, gain=0.002046

tree= 1, node=151, feature= 1, thr= 84.51, gain=0.124847

tree= 1, node=152, feature=10, thr= 38.53, gain=0.102600

tree= 1, node=153, feature= 0, thr= -1.00, gain=0.000000

tree= 1, node=154, feature= 6, thr= 33.33, gain=0.033292

tree= 1, node=155, feature= 1, thr= 96.55, gain=0.185884

tree= 1, node=156, feature= 1, thr= 94.12, gain=0.673543

tree= 1, node=157, feature= 2, thr= -1.00, gain=0.000000

tree= 1, node=158, feature= 4, thr= -1.00, gain=0.000000

tree= 1, node=159, feature= 0, thr= -1.00, gain=0.000000

tree= 1, node=160, feature= 1, thr= -1.00, gain=0.000000

tree= 1, node=161, feature= 8, thr= -1.00, gain=0.000000

tree= 1, node=162, feature= 6, thr= 18.25, gain=0.001410

tree= 1, node=163, feature= 1, thr= -1.00, gain=0.000000

tree= 1, node=164, feature= 1, thr= -1.00, gain=0.000000

tree= 1, node=165, feature=12, thr= 76.67, gain=0.000355

tree= 1, node=166, feature= 2, thr= -1.00, gain=0.000000

tree= 1, node=167, feature=15, thr=  0.00, gain=0.000000

tree= 1, node=168, feature= 2, thr= 49.84, gain=0.038053

tree= 1, node=169, feature=15, thr=  1.22, gain=0.091402

tree= 1, node=170, feature= 0, thr= -1.00, gain=0.000000

tree= 1, node=171, feature= 5, thr= 99.31, gain=0.060276

tree= 1, node=172, feature= 4, thr= -1.00, gain=0.000000

tree= 1, node=173, feature= 0, thr= 43.59, gain=0.000745

tree= 1, node=174, feature= 0, thr= -1.00, gain=0.000000

tree= 1, node=175, feature= 3, thr= 97.06, gain=0.036164

tree= 1, node=176, feature=15, thr=  9.06, gain=0.000128

tree= 1, node=177, feature= 9, thr=  0.24, gain=0.037744

tree= 1, node=178, feature= 0, thr= -1.00, gain=0.000000

tree= 1, node=179, feature=15, thr= 39.22, gain=0.125118

tree= 1, node=180, feature= 6, thr= -1.00, gain=0.000000

tree= 1, node=181, feature= 0, thr= -1.00, gain=0.000000

tree= 1, node=182, feature= 4, thr= 31.37, gain=0.066406

tree= 1, node=183, feature= 0, thr= -1.00, gain=0.000000

tree= 1, node=184, feature= 0, thr= -1.00, gain=0.000000

tree= 1, node=185, feature= 0, thr= -1.00, gain=0.000000

tree= 1, node=186, feature= 1, thr= -1.00, gain=0.000000

tree= 1, node=187, feature= 3, thr= 83.43, gain=0.300391

tree= 1, node=188, feature=11, thr= 15.37, gain=0.049614

tree= 1, node=189, feature= 6, thr=  1.96, gain=0.008307

tree= 1, node=190, feature=15, thr=  0.78, gain=0.000231

tree= 1, node=191, feature= 1, thr= -1.00, gain=0.000000

